name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
binh duong,2024-01-11,93.2,75.2,83.2,98.6,75.2,87.5,72.8,72.5,0,0,0,,0,0,19,10.3,127.2,1011.1,53.2,6.1,253.8,21.9,9,10,2024-01-11T06:15:17,2024-01-11T17:46:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-12,89.6,73.4,81.5,96.1,73.4,84.3,71.4,73.1,0,0,0,,0,0,18.6,8.7,150.7,1011.1,40.5,5.8,205.7,17.8,8,10,2024-01-12T06:15:32,2024-01-12T17:47:23,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-13,89.6,73.4,80.8,93.5,73.4,83.1,70.5,72.7,0,0,0,,0,0,18.3,9.2,151.2,1011.3,41.5,5.2,188.2,16.5,8,10,2024-01-13T06:15:47,2024-01-13T17:47:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-14,89.6,73.4,81.1,93.5,73.4,83.1,70,71.1,0,0,0,,0,0,15.4,8.1,12.4,1012,40.2,5.4,149.5,13.1,7,10,2024-01-14T06:16:01,2024-01-14T17:48:27,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-15,93.2,73.4,81.9,95.2,73.4,84,69.1,68.1,0,0,0,,0,0,15.4,9.2,108.6,1011.5,39.7,6,244.7,21.1,9,10,2024-01-15T06:16:14,2024-01-15T17:48:58,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-16,91.4,75.2,82.8,98.7,75.2,86.2,71.7,70.8,0,0,0,,0,0,14.8,11.4,143.7,1011.3,43.3,5.8,251.6,21.7,9,10,2024-01-16T06:16:25,2024-01-16T17:49:29,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-17,95,75.2,84.1,97.5,75.2,86.7,70.2,66,0,0,0,,0,0,16.8,8.1,135.4,1011.1,47.5,5.9,244.3,21,9,10,2024-01-17T06:16:36,2024-01-17T17:50:00,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-18,95,77,84.2,99.8,77,88.6,73,71.6,0,0,0,,0,0,19.7,11.4,155.4,1010.8,53.8,6,172.3,14.7,9,10,2024-01-18T06:16:46,2024-01-18T17:50:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-19,93.2,75.2,83.5,97,75.2,86.8,71.2,68.7,0,0,0,,0,0,18.8,10.3,115.7,1010.7,37,5.8,252,21.8,9,10,2024-01-19T06:16:55,2024-01-19T17:51:00,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-20,89.6,75.2,82.1,94.9,75.2,85.1,70.9,70.3,0,0,0,,0,0,17,10.3,145.2,1011.4,66.4,6.4,225.4,19.5,9,10,2024-01-20T06:17:02,2024-01-20T17:51:29,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-21,89.6,75.1,82.4,96.4,75.1,85.6,71.3,70.5,0,0,0,,0,0,19.7,9.2,127.9,1012.5,59.3,6.3,239.7,20.7,8,10,2024-01-21T06:17:09,2024-01-21T17:51:58,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-22,95,77,84.6,97.3,77,86.2,66.8,57.3,0,0,0,,0,0,18.3,10.3,119.4,1012.6,43.5,6.3,258,22.3,9,10,2024-01-22T06:17:15,2024-01-22T17:52:27,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-23,95,75.2,83.7,97.3,75.2,86.5,69.3,64.2,0,0,0,,0,0,17.9,10.2,111.3,1013.3,27,6.3,259.3,22.5,9,10,2024-01-23T06:17:19,2024-01-23T17:52:55,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-24,95,75.2,83.6,98.4,75.2,86.2,70.7,68.7,0,0,0,,0,0,16.3,10.9,137.4,1013.8,30.8,6,262.2,22.7,9,10,2024-01-24T06:17:23,2024-01-24T17:53:22,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-25,95,77,84.3,97.3,77,86.8,68.3,60.2,0,0,0,,0,0,15.9,8.1,114,1015.3,44.6,5.9,257,22.2,9,10,2024-01-25T06:17:25,2024-01-25T17:53:49,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-26,93.2,76.9,83.9,96.4,76.9,85.9,67.7,59.9,0,0,0,,0,0,25.3,10.3,108.5,1016.2,33.5,6.2,262.5,22.7,9,10,2024-01-26T06:17:27,2024-01-26T17:54:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-27,93.2,75.2,83.4,95.2,75.2,84.9,67,59.7,0,0,0,,0,0,18.6,12.4,108.9,1015.3,30.6,6.3,264.8,22.8,9,10,2024-01-27T06:17:27,2024-01-27T17:54:42,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-28,95,75.2,84,94.5,75.2,84.4,62.6,50.5,0,0,0,,0,0,16.3,10.3,122.4,1015.4,25.1,6.4,266.8,23.1,9,10,2024-01-28T06:17:26,2024-01-28T17:55:07,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-29,95,75.1,84.1,94.5,75.1,85,63.5,51.6,0,0,0,,0,0,18.3,9.9,112.1,1014.8,33.4,6,269.7,23.4,9,10,2024-01-29T06:17:25,2024-01-29T17:55:32,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-30,93.2,77,84.4,96.4,77,86,65.6,54.6,0,0,0,,0,0,19,15.4,121,1014.2,36,6,268.2,23.2,9,10,2024-01-30T06:17:22,2024-01-30T17:55:56,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-01-31,95,77,84.3,97.3,77,86.5,67.5,58.9,0,0,0,,0,0,19.7,11.4,119.6,1013.9,44.5,6.4,262.4,22.8,9,10,2024-01-31T06:17:18,2024-01-31T17:56:20,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-01,93.2,78.5,83.8,97,78.5,86.8,69.6,63.5,0,0,0,,0,0,20.4,12.1,155.7,1014.3,53.8,6.4,245.4,21.2,9,10,2024-02-01T06:17:13,2024-02-01T17:56:43,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-02,91.4,78.5,82.6,98.7,78.5,85.9,72.8,73.8,0,0,0,,0,0,19.9,10.9,152.5,1013.5,57,6.4,259,22.3,9,10,2024-02-02T06:17:07,2024-02-02T17:57:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-03,95,77,83.5,98.5,77,86.6,72,70.9,0,0,0,,0,0,19.2,12.1,156.1,1013.5,40.9,6.4,274,23.6,9,10,2024-02-03T06:17:00,2024-02-03T17:57:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-04,95,78.5,84,99.8,78.5,88,73.3,73,0,0,0,,0,0,19.9,12.9,165.4,1013.8,32.7,6.4,272.3,23.4,9,10,2024-02-04T06:16:52,2024-02-04T17:57:48,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-05,91.4,78.7,83.2,100.5,78.7,89.8,75.7,79.3,0,0,0,,0,0,19.9,12.8,151.2,1014,44.2,5.9,270.7,23.4,9,10,2024-02-05T06:16:43,2024-02-05T17:58:09,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-06,95,78.6,84.2,100.1,78.6,88.6,73.6,73,0,0,0,,0,0,20.8,13.9,145.5,1014,33.5,6.1,271,23.5,9,10,2024-02-06T06:16:33,2024-02-06T17:58:29,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-07,89.6,78.8,83.6,100.3,78.8,90,75.1,76.8,0,0,0,,0,0,17.2,10.5,152.6,1012.8,59,6.3,256.1,21.9,9,10,2024-02-07T06:16:22,2024-02-07T17:58:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-08,89.6,78.6,82.5,94.9,78.6,87.2,74.3,77.5,0,0,0,,0,0,16.6,9.2,146.2,1012.2,58.8,6.4,195.8,16.8,9,10,2024-02-08T06:16:10,2024-02-08T17:59:07,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-09,95,78.5,84.8,98.9,78.5,88.3,72.3,69,0,0,0,,0,0,19.5,12.8,139.9,1013.3,37.1,6.4,267.9,23.2,9,10,2024-02-09T06:15:57,2024-02-09T17:59:25,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-10,95,77,84.6,97.4,77,87.6,70.8,66.7,0,0,0,,0,0,20.8,12.8,133,1014.7,30.7,6,282.8,24.5,10,10,2024-02-10T06:15:43,2024-02-10T17:59:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-11,95,75.2,84.4,95.3,75.2,85.4,64.4,52.9,0,0,0,,0,0,14.8,9.2,73.7,1016.2,35.5,6.4,282.4,24.4,10,10,2024-02-11T06:15:28,2024-02-11T17:59:59,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-12,93.2,73.4,83,92.6,73.4,83.8,63.2,53,0,0,0,,0,0,16.3,9.2,79.3,1015.6,37,6.4,282,24.5,10,10,2024-02-12T06:15:12,2024-02-12T18:00:15,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-13,95,75.2,85,98.5,75.2,87.4,67.5,57.8,0,0,0,,0,0,19,11.4,121.3,1014,22.8,6.2,281.1,24.4,10,10,2024-02-13T06:14:56,2024-02-13T18:00:31,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-14,96.8,80.4,86.9,99.4,83.2,90.2,67.5,53.8,0,0,0,,0,0,18.6,12.8,118.9,1012.9,46.9,6.4,260.7,22.7,9,10,2024-02-14T06:14:38,2024-02-14T18:00:46,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-15,96.8,78.8,87.3,100.7,78.8,90.2,67,52.4,0,0,0,,0,0,22.1,12.1,115.6,1012.9,41.3,6.4,281.9,24.3,10,10,2024-02-15T06:14:20,2024-02-15T18:01:00,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-16,96.8,78.7,86.2,98.3,78.7,88,66.1,53.3,0,0,0,,0,0,21.5,12.1,123.6,1012.7,30.6,6.4,286.4,24.7,10,10,2024-02-16T06:14:00,2024-02-16T18:01:14,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-17,96.8,76.9,85,96.5,76.9,86.2,63.9,51.1,0,0,0,,0,0,21.5,11.4,124.4,1011.9,40.1,6.4,290.5,25.2,10,10,2024-02-17T06:13:40,2024-02-17T18:01:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-18,96.8,75.2,84.6,100.6,75.2,88.5,71.2,66.3,0,0,0,,0,0,19.7,12.8,144.1,1012.1,30.1,6.4,289.3,25,10,10,2024-02-18T06:13:19,2024-02-18T18:01:39,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-19,93.2,78.8,84.4,102.8,78.8,89.9,74.5,74.1,0,0,0,,0,0,20.4,12.8,145.8,1012.2,37.8,6.3,278.1,24.1,10,10,2024-02-19T06:12:57,2024-02-19T18:01:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-20,93.2,78.7,84,99.2,78.7,89.4,74.4,75,0,0,0,,0,0,19.7,10.9,156,1012,38.2,6.4,270.9,23.3,10,10,2024-02-20T06:12:34,2024-02-20T18:02:02,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-21,91.4,78.6,83.6,100.5,78.6,89.7,75.8,78.9,0,0,0,,0,0,17.9,12.1,155.9,1011.5,43.2,6.4,289.4,24.9,10,10,2024-02-21T06:12:11,2024-02-21T18:02:13,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-22,95,78.7,84.7,99.8,78.7,89.6,73,70.7,0,0,0,,0,0,21,12.8,152.7,1012.4,32.5,6.4,293.9,25.5,10,10,2024-02-22T06:11:47,2024-02-22T18:02:23,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-23,93.2,78.8,85,100.9,78.8,91.4,74.4,73.1,0,0,0,,0,0,23,14.1,145.8,1012.6,42.3,6.4,280.8,24.3,10,10,2024-02-23T06:11:22,2024-02-23T18:02:33,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-24,95,80.4,86.2,103.2,84.6,92,72.3,65.8,0,0,0,,0,0,20.8,15,140.1,1012.4,26.1,6.4,289.2,25.1,10,10,2024-02-24T06:10:56,2024-02-24T18:02:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-25,95,77,85.6,98.5,77,88.1,67.3,55.8,0,0,0,,0,0,18.3,12.9,133.3,1011.6,26.1,6.3,295.4,25.6,10,10,2024-02-25T06:10:30,2024-02-25T18:02:50,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-26,96.8,77,86.7,98.3,77,89,66.7,53.8,0,0,0,,0,0,21.9,12.8,114.6,1011.8,33,6.4,296.7,25.6,10,10,2024-02-26T06:10:03,2024-02-26T18:02:59,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-27,96.8,80.5,86.2,103.2,83.8,91.4,70.8,61.5,0.004,100,4.17,rain,0,0,24.2,15,109.2,1011.2,49,6.4,254,21.9,10,10,2024-02-27T06:09:35,2024-02-27T18:03:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2024-02-28,96.8,77,86,101.4,77,89.1,68.1,57,0,0,0,,0,0,21.7,12.8,124.8,1010.2,45.1,6.4,292.6,25.1,10,10,2024-02-28T06:09:07,2024-02-28T18:03:13,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-02-29,96.8,77,86.1,101.4,77,88.6,67.1,54.8,0,0,0,,0,0,20.1,13.9,127.7,1010.6,33.1,6.4,284.8,24.7,10,10,2024-02-29T06:08:38,2024-02-29T18:03:20,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-01,95,78.8,85.9,99.8,78.8,89.1,67.7,55.6,0,0,0,,0,0,15.7,12.8,134.3,1011.2,39.6,6.4,270,23.3,10,10,2024-03-01T06:08:08,2024-03-01T18:03:26,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-02,96.8,78.7,85.8,102,78.7,89.7,69.9,60.5,0,0,0,,0,0,17.4,12.6,134.4,1011.1,36.4,6.4,254.8,22.2,10,10,2024-03-02T06:07:38,2024-03-02T18:03:32,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-03,93.2,77,84.9,97.7,77,88.6,69.8,62.1,0,0,0,,0,0,17.7,14.1,140.9,1010.9,34.1,6.4,281.1,24.3,10,10,2024-03-03T06:07:08,2024-03-03T18:03:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-04,93.2,78.8,84.7,99.3,78.8,89,71.4,66.1,0,0,0,,0,0,18.3,15,151.9,1010.5,33.1,6.3,292.5,25.2,10,10,2024-03-04T06:06:36,2024-03-04T18:03:42,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-05,93.2,78.8,84.2,102.8,78.8,92.7,76.7,79.7,0,0,0,,0,0,17.7,11.4,164.7,1010,42.3,6.1,299.1,25.9,10,10,2024-03-05T06:06:05,2024-03-05T18:03:46,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-06,93.2,80.4,84.5,102.8,87.1,94,77.4,80.7,0,0,0,,0,0,19,11.4,173.9,1008.8,55,5.7,301.6,26,10,10,2024-03-06T06:05:33,2024-03-06T18:03:51,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-07,95,80.5,85.1,105,85.3,94.9,77.1,78.5,0,0,0,,0,0,26.2,13.9,162.6,1008.8,54.7,5.6,235.9,20.2,10,30,2024-03-07T06:05:00,2024-03-07T18:03:54,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-08,96.8,78.8,86.5,99.3,78.8,90,69.2,59.1,0,0,0,,0,0,19.7,16.1,141.4,1009.7,48.4,6.4,303.5,26.3,10,10,2024-03-08T06:04:27,2024-03-08T18:03:58,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-09,96.8,78.8,85.9,98.5,78.8,88.4,68.2,58.1,0,0,0,,0,0,19.7,12.4,127.4,1010.5,40.9,6,251.5,21.7,9,10,2024-03-09T06:03:54,2024-03-09T18:04:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-10,96.4,78.8,86.2,98.1,78.8,88.8,67,54.4,0,0,0,,0,0,26.2,16.1,126.8,1012.6,49,6.3,274.4,23.9,9,10,2024-03-10T06:03:20,2024-03-10T18:04:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-11,98.6,77,87,101.5,77,89.4,66.4,52.2,0,0,0,,0,0,21.3,11.7,129.9,1012.5,23.5,6.4,307,26.5,10,10,2024-03-11T06:02:46,2024-03-11T18:04:06,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-12,96.5,80.6,87.4,101.4,84,91.6,69.1,56.1,0,0,0,,0,0,19,10.7,136.1,1012.1,41.4,6.3,291.9,25.2,10,10,2024-03-12T06:02:12,2024-03-12T18:04:08,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-13,95,80.6,86.2,99.2,83.9,90.8,69.9,59.5,0,0,0,,0,0,18.1,12.4,140.3,1012.2,50.3,6.4,256,22.1,9,10,2024-03-13T06:01:37,2024-03-13T18:04:10,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-14,96.8,80.5,85.7,102,86.1,91.6,72.6,67.2,0,0,0,,0,0,21.3,15.1,148.6,1011.9,48,6.4,255.2,22,10,10,2024-03-14T06:01:02,2024-03-14T18:04:12,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-15,95,78.8,84.9,99.8,78.8,89.2,71.5,66.6,0,0,0,,0,0,22.8,13.9,145.9,1012.1,39.7,6.4,299.8,25.8,10,10,2024-03-15T06:00:27,2024-03-15T18:04:14,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-16,96.8,78.8,86,101.4,78.8,89.8,70.9,63.9,0,0,0,,0,0,22.1,10.9,137,1012.4,38,6.4,288.5,24.8,10,10,2024-03-16T05:59:52,2024-03-16T18:04:15,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-17,95,80.4,86.5,99.8,85.3,91,70.2,60.2,0,0,0,,0,0,22.8,12.4,147.5,1012,49.7,6.4,294.1,25.3,10,10,2024-03-17T05:59:16,2024-03-17T18:04:16,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-18,96.3,80.4,85.8,101.4,84.3,90.2,70.2,61.5,0,0,0,,0,0,23,12.8,147.1,1010.7,45.6,6.4,275,23.9,9,10,2024-03-18T05:58:40,2024-03-18T18:04:17,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-19,95,78.7,85.7,97.5,78.7,88.4,68,57.6,0,0,0,,0,0,23,13.9,137.1,1011.6,24.8,6.4,319.2,27.7,10,10,2024-03-19T05:58:04,2024-03-19T18:04:18,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-20,98.6,75.3,85.9,99.8,75.3,88.2,68.3,59,0,0,0,,0,0,17.9,10.4,122.9,1012.4,21.4,6.1,309.9,26.7,10,10,2024-03-20T05:57:28,2024-03-20T18:04:19,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-21,95,78.8,85.9,99.8,78.8,90,70.5,62,0,0,0,,0,0,21.9,15,143.3,1011,45.8,6,292.7,25.3,10,10,2024-03-21T05:56:52,2024-03-21T18:04:19,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2024-03-22,95,80.5,86,99.8,83.8,90.2,69.6,60.1,0,0,0,,0,0,24.6,16.1,142,1009,37.5,6.8,306.9,26.6,10,10,2024-03-22T05:56:16,2024-03-22T18:04:20,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
