name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
binh duong,2023-01-24,95,75.7,82.5,97.3,75.7,84.6,71.7,73.1,0.008,100,8.33,rain,0,0,22.4,15.6,77,1009.5,50.4,6.2,233.8,20,9,10,2023-01-24T06:17:23,2023-01-24T17:53:28,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-01-25,89.6,73.4,79.9,90.3,73.4,80.7,66.5,65.4,0.079,100,4.17,rain,0,0,18.3,9.2,62.4,1009.8,47.3,6.2,184.9,15.9,8,10,2023-01-25T06:17:25,2023-01-25T17:53:55,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-01-26,89.6,73.4,80.5,92.1,73.4,82,65.8,62.2,0,0,0,,0,0,10.7,6.9,305.4,1010,47.2,6.4,166.4,14.4,6,10,2023-01-26T06:17:26,2023-01-26T17:54:22,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-01-27,91.4,75.1,81.4,98,75.1,84.7,72.7,76.4,0,0,0,rain,0,0,17.4,8.2,159.3,1009.5,52.4,6.1,224.1,19.5,9,10,2023-01-27T06:17:26,2023-01-27T17:54:47,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-01-28,89.6,73.4,80.8,91.2,73.4,82,64.9,59.4,0,0,0,rain,0,0,21.9,12.8,55.2,1009.2,50.2,6.4,228.4,19.6,8,10,2023-01-28T06:17:25,2023-01-28T17:55:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-01-29,86,73.3,78.3,86.7,73.3,78.7,62.6,59.2,0,0,0,,0,0,17.2,9.5,26.2,1010.5,60.1,6.4,178.4,15.5,7,10,2023-01-29T06:17:23,2023-01-29T17:55:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-01-30,86,69.8,77.1,88.4,69.8,78,64.4,65.5,0,0,0,,0,0,14.3,9.2,289.7,1011.6,52.4,6.4,231.5,20,8,10,2023-01-30T06:17:20,2023-01-30T17:56:01,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-01-31,91.4,69.8,80.7,96.5,69.8,83.4,69.8,72,0,0,0,,0,0,12.3,10.3,206.4,1010.2,48.2,6.2,224.8,19.4,9,10,2023-01-31T06:17:16,2023-01-31T17:56:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-01,87.8,75.2,81.2,92.7,75.2,84.5,72.6,76.1,0.012,100,8.33,rain,0,0,12.5,8.1,253.5,1009.5,68.9,5.7,178,15.3,7,10,2023-02-01T06:17:11,2023-02-01T17:56:48,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-02,89.3,76.9,82,97.8,76.9,87.2,74.7,79.5,0.008,100,8.33,rain,0,0,19.5,10.3,108.3,1009.8,53.8,6.6,209.4,18.2,8,10,2023-02-02T06:17:05,2023-02-02T17:57:10,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS,remote"
binh duong,2023-02-03,93.2,77,84.9,97.7,77,89,71.4,65.7,0,0,0,rain,0,0,26.4,12.8,118.1,1009.6,46.7,6.4,238.4,20.6,8,10,2023-02-03T06:16:58,2023-02-03T17:57:32,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-04,95,75.1,84.4,98.5,75.1,87.2,69.8,63.9,0,0,0,,0,0,20.1,13.9,116.1,1009,54,6.3,244.5,21,9,10,2023-02-04T06:16:49,2023-02-04T17:57:53,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-05,93.2,75.1,83.1,96.5,75.1,85.7,69.7,66.6,0,0,0,,0,0,12.1,9.2,115.8,1009,44.1,6.4,251.8,21.6,8,10,2023-02-05T06:16:40,2023-02-05T17:58:13,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-06,93.2,76.9,84,97.7,76.9,87.6,70.5,65.2,0,0,0,,0,0,13.2,11.4,130.7,1009.5,40.2,6.4,247.1,21.4,9,10,2023-02-06T06:16:30,2023-02-06T17:58:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-07,92.6,78.6,83.5,100.2,78.6,88.2,72.5,70.6,0,0,0,,0,0,13.4,11.4,142.9,1009.8,49.1,6.4,222.4,19.3,8,10,2023-02-07T06:16:19,2023-02-07T17:58:52,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-08,95,77,84.1,99.8,77,88.4,72.4,70,0.012,100,8.33,rain,0,0,16.1,11.4,108.1,1009.6,46.1,6.1,236.8,20.4,8,10,2023-02-08T06:16:06,2023-02-08T17:59:11,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-09,95,78.8,85,99.8,78.8,89.1,70.5,63.1,0,0,0,,0,0,19.7,13.9,122.8,1009.5,46.3,6.4,232.3,20,8,10,2023-02-09T06:15:53,2023-02-09T17:59:29,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-10,95,78.5,84.5,96.2,78.5,86.7,68.2,60.3,0,0,0,,0,0,21.9,15,127.3,1010,33.2,6.4,265.1,22.8,9,10,2023-02-10T06:15:39,2023-02-10T17:59:46,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-11,93.2,77,83.9,99.2,77,87.6,72.2,69.9,0,0,0,,0,0,14.8,13.9,126.9,1010.3,40.4,6.4,239.2,20.7,9,10,2023-02-11T06:15:24,2023-02-11T18:00:02,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-12,93.2,76.8,84,100.9,76.8,89.2,73,70.6,0,0,0,,0,0,13.6,12.8,149.3,1010.6,47.7,6.4,245.2,21.2,9,10,2023-02-12T06:15:08,2023-02-12T18:00:18,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-13,91.4,78.5,83.3,102.7,78.5,89.4,74.4,75.6,0,0,0,,0,0,18.6,13.9,167.8,1010.7,48.6,6.4,251.1,21.8,9,10,2023-02-13T06:14:51,2023-02-13T18:00:34,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-14,91.4,76.9,82.2,100.3,76.9,86.3,74.2,78.2,0,0,0,rain,0,0,15,12.8,142.6,1010.6,57.4,6,241.2,20.9,9,10,2023-02-14T06:14:33,2023-02-14T18:00:49,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-15,93.2,77,83.4,97,77,86.4,71.1,68.2,0.012,100,8.33,rain,0,0,17.4,11.4,129.3,1010.8,52.3,6.4,229.9,19.9,9,10,2023-02-15T06:14:14,2023-02-15T18:01:03,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-16,91.4,73.3,82,93.2,73.3,83.7,67.7,64.4,0,0,0,,0,0,14.3,9.2,80.8,1011.5,43.3,6.2,245.6,21.3,9,10,2023-02-16T06:13:55,2023-02-16T18:01:16,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-17,93.2,73.4,83.1,95.5,73.4,85.6,68.7,64.2,0.016,100,12.5,rain,0,0,14.1,10.3,117.9,1011.5,43,6.3,253.7,21.9,9,10,2023-02-17T06:13:34,2023-02-17T18:01:29,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-18,91.4,76.9,81.8,98.7,76.9,85.5,74,78.4,0.004,100,4.17,rain,0,0,8.9,11.4,133.7,1011.3,65.3,5.4,95.3,8.4,4,10,2023-02-18T06:13:13,2023-02-18T18:01:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-19,93.2,76.8,82.2,98.2,76.8,86.2,73.6,76.9,0.143,100,20.83,rain,0,0,18.1,13.9,166.4,1010.7,63.3,6.2,207,18,9,10,2023-02-19T06:12:51,2023-02-19T18:01:53,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-20,91.4,75.2,81.7,94.3,75.2,84,71.9,75.1,0.004,100,4.17,rain,0,0,15.7,12.8,239.6,1010.9,51.9,6.2,221.1,19.2,9,10,2023-02-20T06:12:28,2023-02-20T18:02:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-02-21,92.6,73.4,81.9,94.3,73.4,83.9,69.9,69.9,0,0,0,,0,0,15.2,12.8,158.1,1011.6,38.8,6.2,263.5,22.6,10,10,2023-02-21T06:12:04,2023-02-21T18:02:15,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-22,91.4,73.4,81.6,94.3,73.4,83.8,70.2,71,0,0,0,,0,0,13.6,10.3,179.9,1011.7,43.9,5.7,250.4,21.6,9,10,2023-02-22T06:11:40,2023-02-22T18:02:25,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-23,91.4,75,82.2,95.6,75,84.7,70.5,69.6,0,0,0,,0,0,14.5,9.9,200.5,1010.8,44.6,5.6,265.4,23,10,10,2023-02-23T06:11:15,2023-02-23T18:02:35,0.1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-24,93.2,75.1,81.5,94.2,75.1,83.4,70.5,72,0,0,0,,0,0,19.7,12.1,129.4,1010.9,42.8,5.9,263.5,22.8,9,10,2023-02-24T06:10:49,2023-02-24T18:02:43,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-25,91.4,73.4,81,92.3,73.4,82.4,67.4,65.5,0,0,0,,0,0,12.8,9.2,35,1013.4,43.9,5.9,277.8,24.1,10,10,2023-02-25T06:10:23,2023-02-25T18:02:52,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-26,93.2,71.6,81.9,93.3,71.6,82.6,63,54.7,0,0,0,,0,0,20.8,10.3,30,1014.6,39.4,6.2,274.5,23.9,10,10,2023-02-26T06:09:55,2023-02-26T18:03:00,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-27,93.2,71.6,81.9,94.2,71.6,83.6,64.9,58.1,0,0,0,,0,0,19,11.4,37.7,1014.4,34.1,5.7,230.3,19.8,10,10,2023-02-27T06:09:28,2023-02-27T18:03:07,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-02-28,93.2,75.2,83.3,96.4,75.2,86.9,69.9,65.5,0.008,100,4.17,rain,0,0,18.3,9.2,74.6,1013.4,53.4,6.1,254.9,22.2,9,10,2023-02-28T06:08:59,2023-02-28T18:03:14,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
binh duong,2023-03-01,95,77,84,98.9,77,88,72.3,70.2,0,0,0,,0,0,13.2,15,161.4,1013.5,49.2,5.7,246.1,21.3,9,10,2023-03-01T06:08:30,2023-03-01T18:03:21,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-02,95,75.2,84.3,101.4,75.2,87.4,70.3,64.8,0,0,0,,0,0,10.7,10.3,95.8,1013.2,35.4,6.3,232.6,20.2,8,10,2023-03-02T06:08:00,2023-03-02T18:03:27,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-03,91.4,73.3,82.1,94.3,73.3,84.1,67.7,63,0,0,0,,0,0,14.1,11.4,297.9,1014.5,33.8,5.7,266.8,23,9,10,2023-03-03T06:07:30,2023-03-03T18:03:32,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-04,89.6,71.6,80.5,91,71.6,81.5,66.7,64.9,0,0,0,,0,0,13.2,9.2,108.5,1015.4,43.2,5.7,225.2,19.6,8,10,2023-03-04T06:07:00,2023-03-04T18:03:38,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-05,91.4,71.6,80.8,90.1,71.6,80.7,63.5,58.8,0,0,0,,0,0,12.5,10.3,97.2,1014.7,26.9,6.1,282.6,24.4,10,10,2023-03-05T06:06:28,2023-03-05T18:03:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-06,89.6,71.6,79.9,91.2,71.6,81.1,65.7,63,0,0,0,,0,0,17.2,15,191.5,1013.7,37.2,5.7,286.1,24.8,10,10,2023-03-06T06:05:57,2023-03-06T18:03:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-07,93.2,69.8,80.9,93.3,69.8,81.7,65.9,63,0,0,0,,0,0,17.4,11.4,119.7,1013.7,27.3,6,282.7,24.4,10,10,2023-03-07T06:05:24,2023-03-07T18:03:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-08,91.4,71.6,81.1,93.2,71.6,82.1,67.3,65.7,0,0,0,,0,0,18.6,12.8,148.9,1013.5,30,6.2,283.2,24.5,10,10,2023-03-08T06:04:52,2023-03-08T18:03:55,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote"
binh duong,2023-03-09,91.4,73.3,80.9,91.4,73.3,81.5,66.5,64.5,0,0,0,,0,0,17.4,11.4,133.7,1012.5,28.6,6.2,297.7,25.5,10,10,2023-03-09T06:04:19,2023-03-09T18:03:58,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-10,91.4,71.6,80.2,94.9,71.6,81.4,68.6,70.5,0,0,0,,0,0,18.3,11.4,160,1011.9,26.6,6,282.2,24.3,10,10,2023-03-10T06:03:45,2023-03-10T18:04:01,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-11,91.4,73.4,81.1,95.6,73.4,83,69.4,69.7,0,0,0,,0,0,19.5,11.4,136.5,1012.1,33.3,5.7,248.6,21.4,9,10,2023-03-11T06:03:12,2023-03-11T18:04:04,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-12,91.4,75.2,81.4,93.2,75.2,82.9,69.4,69,0,0,0,,0,0,16.8,10.3,139.8,1012.3,50,6.1,240.2,20.8,9,10,2023-03-12T06:02:38,2023-03-12T18:04:06,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-13,91.4,73.4,81.9,93.9,73.4,83.2,67.5,64.5,0,0,0,,0,0,16.1,11.4,109.9,1011.9,36.6,6,270.5,23.4,10,10,2023-03-13T06:02:03,2023-03-13T18:04:08,0.7,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-14,93.2,73.3,82,91.9,73.3,82.5,66.1,62.9,0,0,0,,0,0,15.4,11.4,130.1,1010.5,21.8,5.8,303.6,26.2,10,10,2023-03-14T06:01:28,2023-03-14T18:04:10,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-15,91.4,73.4,81.8,92.6,73.4,82.6,68.3,66.5,0,0,0,,0,0,18.6,11.4,132.1,1011.1,27,8,267.7,23.2,10,10,2023-03-15T06:00:53,2023-03-15T18:04:12,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote"
binh duong,2023-03-16,95,74.6,83.4,97.7,74.6,85,67.5,61.2,0,0,0,,0,0,15.4,13.8,121.9,1012,36.6,7.4,258.2,22.2,10,10,2023-03-16T06:00:18,2023-03-16T18:04:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS,remote"
binh duong,2023-03-17,95,75.2,83.2,98.5,75.2,85.5,70,66.9,0,0,0,,0,0,16.1,12.8,134.4,1011.6,27.7,6.2,262,22.6,10,10,2023-03-17T05:59:43,2023-03-17T18:04:15,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-18,93.2,76.9,83.4,99.2,76.9,86.7,70.9,67.5,0,0,0,,0,0,19.7,12.8,142.9,1010.6,36,6.4,244.1,21.2,10,10,2023-03-18T05:59:07,2023-03-18T18:04:16,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-19,96.4,78.6,85,101.7,78.6,88.7,71,65,0,0,0,,0,0,16.1,12.8,144.4,1009.8,27.8,6.4,288.7,25,10,10,2023-03-19T05:58:31,2023-03-19T18:04:17,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
binh duong,2023-03-20,93.2,78.7,84.5,100.9,78.7,89.4,73.1,70.6,0,0,0,,0,0,16.3,12.8,156.9,1009.6,42.7,6.3,262.8,22.7,10,10,2023-03-20T05:57:55,2023-03-20T18:04:18,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
